student_id,timestamp,package_name,additional_data,research_experiment,experiment_group,video_title,video_id
5,1750032103,ai.elimu.filamu,{'video_playback_position_ms': 55922},,,akili and me - letter a,1
5,1750116820,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750116836,ai.elimu.filamu,{'video_playback_position_ms': 1963},,,akili and me - letter c,3
5,1750116876,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750116915,ai.elimu.filamu,{'video_playback_position_ms': 41718},,,akili and me - letter d,4
5,1750116939,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750116994,ai.elimu.filamu,{'video_playback_position_ms': 13987},,,akili and me - the rectangle song,13
5,1750117070,ai.elimu.filamu,,,,[test] a test video,44
5,1750117086,ai.elimu.filamu,{'video_playback_position_ms': 38557},,,[test] a test video,44
5,1750117107,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750117137,ai.elimu.filamu,{'video_playback_position_ms': 58880},,,akili and me - letter i,33
5,1750117187,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750117238,ai.elimu.filamu,{'video_playback_position_ms': 16942},,,akili and me - letter a,1
5,1750117268,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750117312,ai.elimu.filamu,{'video_playback_position_ms': 3952},,,akili and me - the rectangle song,13
5,1750117408,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750117412,ai.elimu.filamu,{'video_playback_position_ms': 39191},,,akili and me - letter c,3
5,1750117452,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750117492,ai.elimu.filamu,{'video_playback_position_ms': 4475},,,akili and me - letter b,2
5,1750117579,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750117626,ai.elimu.filamu,{'video_playback_position_ms': 23912},,,akili and me - letter b,2
5,1750117676,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750117721,ai.elimu.filamu,{'video_playback_position_ms': 31781},,,akili and me - letter c,3
5,1750117743,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750117771,ai.elimu.filamu,{'video_playback_position_ms': 37454},,,akili and me - the rectangle song,13
5,1750117849,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750117881,ai.elimu.filamu,{'video_playback_position_ms': 25495},,,akili and me - the rectangle song,13
5,1750117912,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750117925,ai.elimu.filamu,{'video_playback_position_ms': 38683},,,akili and me - letter d,4
5,1750118040,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750118075,ai.elimu.filamu,{'video_playback_position_ms': 33225},,,akili and me - letter b,2
5,1750118184,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750118191,ai.elimu.filamu,{'video_playback_position_ms': 45641},,,akili and me - letter d,4
5,1750118241,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750118264,ai.elimu.filamu,{'video_playback_position_ms': 59459},,,akili and me - letter i,33
5,1750118292,ai.elimu.filamu,,,,[test] a test video,44
5,1750118327,ai.elimu.filamu,{'video_playback_position_ms': 19390},,,[test] a test video,44
5,1750118351,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750118373,ai.elimu.filamu,{'video_playback_position_ms': 32999},,,akili and me - letter c,3
5,1750202903,ai.elimu.filamu,,,,[test] a test video,44
5,1750202944,ai.elimu.filamu,{'video_playback_position_ms': 41678},,,[test] a test video,44
5,1750203000,ai.elimu.filamu,,,,[test] a test video,44
5,1750203049,ai.elimu.filamu,{'video_playback_position_ms': 42360},,,[test] a test video,44
5,1750203096,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750203153,ai.elimu.filamu,{'video_playback_position_ms': 26916},,,akili and me - the rectangle song,13
5,1750203246,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750203276,ai.elimu.filamu,{'video_playback_position_ms': 9914},,,akili and me - letter c,3
5,1750203371,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750203420,ai.elimu.filamu,{'video_playback_position_ms': 25077},,,akili and me - letter i,33
5,1750203457,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750203471,ai.elimu.filamu,{'video_playback_position_ms': 17183},,,akili and me - letter i,33
5,1750203509,ai.elimu.filamu,,,,[test] a test video,44
5,1750203524,ai.elimu.filamu,{'video_playback_position_ms': 40313},,,[test] a test video,44
5,1750203589,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750203642,ai.elimu.filamu,{'video_playback_position_ms': 26551},,,akili and me - letter c,3
5,1750203723,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750203734,ai.elimu.filamu,{'video_playback_position_ms': 1600},,,akili and me - letter d,4
5,1750203833,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750203880,ai.elimu.filamu,{'video_playback_position_ms': 13160},,,akili and me - letter b,2
5,1750203998,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750204034,ai.elimu.filamu,{'video_playback_position_ms': 25540},,,akili and me - letter b,2
5,1750204082,ai.elimu.filamu,,,,[test] a test video,44
5,1750204131,ai.elimu.filamu,{'video_playback_position_ms': 26141},,,[test] a test video,44
5,1750204240,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750204285,ai.elimu.filamu,{'video_playback_position_ms': 59034},,,akili and me - letter c,3
5,1750204379,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750204388,ai.elimu.filamu,{'video_playback_position_ms': 14853},,,akili and me - letter a,1
5,1750204419,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750204461,ai.elimu.filamu,{'video_playback_position_ms': 58009},,,akili and me - letter i,33
5,1750204527,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750204539,ai.elimu.filamu,{'video_playback_position_ms': 31501},,,akili and me - letter d,4
5,1750204607,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750204609,ai.elimu.filamu,{'video_playback_position_ms': 15067},,,akili and me - letter b,2
5,1750204673,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750204730,ai.elimu.filamu,{'video_playback_position_ms': 47870},,,akili and me - letter a,1
5,1750204829,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750204871,ai.elimu.filamu,{'video_playback_position_ms': 42617},,,akili and me - letter i,33
5,1750289303,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750289342,ai.elimu.filamu,{'video_playback_position_ms': 25895},,,akili and me - the rectangle song,13
5,1750289408,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750289419,ai.elimu.filamu,{'video_playback_position_ms': 23221},,,akili and me - the rectangle song,13
5,1750289465,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750289494,ai.elimu.filamu,{'video_playback_position_ms': 18549},,,akili and me - letter d,4
5,1750289589,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750289592,ai.elimu.filamu,{'video_playback_position_ms': 6022},,,akili and me - letter b,2
5,1750289640,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750289700,ai.elimu.filamu,{'video_playback_position_ms': 59622},,,akili and me - letter a,1
5,1750289756,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750289784,ai.elimu.filamu,{'video_playback_position_ms': 50865},,,akili and me - letter a,1
5,1750289835,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750289883,ai.elimu.filamu,{'video_playback_position_ms': 19623},,,akili and me - letter i,33
5,1750289917,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750289961,ai.elimu.filamu,{'video_playback_position_ms': 25084},,,akili and me - letter i,33
5,1750290019,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750290037,ai.elimu.filamu,{'video_playback_position_ms': 11473},,,akili and me - letter i,33
5,1750290142,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750290162,ai.elimu.filamu,{'video_playback_position_ms': 46238},,,akili and me - letter d,4
5,1750375677,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750375734,ai.elimu.filamu,{'video_playback_position_ms': 39448},,,akili and me - letter c,3
5,1750375818,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750375861,ai.elimu.filamu,{'video_playback_position_ms': 48602},,,akili and me - letter d,4
5,1750375876,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750375883,ai.elimu.filamu,{'video_playback_position_ms': 42093},,,akili and me - letter b,2
5,1750375932,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750375979,ai.elimu.filamu,{'video_playback_position_ms': 45908},,,akili and me - letter a,1
5,1750376052,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750376112,ai.elimu.filamu,{'video_playback_position_ms': 10517},,,akili and me - letter d,4
5,1750462627,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750462664,ai.elimu.filamu,{'video_playback_position_ms': 15351},,,akili and me - letter b,2
5,1750462702,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750462724,ai.elimu.filamu,{'video_playback_position_ms': 56194},,,akili and me - letter c,3
5,1750462807,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750462833,ai.elimu.filamu,{'video_playback_position_ms': 51169},,,akili and me - letter b,2
5,1750462899,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750462941,ai.elimu.filamu,{'video_playback_position_ms': 43431},,,akili and me - letter a,1
5,1750721152,ai.elimu.filamu,,,,[test] a test video,44
5,1750721212,ai.elimu.filamu,{'video_playback_position_ms': 9431},,,[test] a test video,44
5,1750721253,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750721271,ai.elimu.filamu,{'video_playback_position_ms': 33228},,,akili and me - letter i,33
5,1750721314,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750721370,ai.elimu.filamu,{'video_playback_position_ms': 2893},,,akili and me - letter a,1
5,1750721444,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750721500,ai.elimu.filamu,{'video_playback_position_ms': 9712},,,akili and me - letter b,2
5,1750721550,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750721552,ai.elimu.filamu,{'video_playback_position_ms': 53735},,,akili and me - letter i,33
5,1750721584,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750721615,ai.elimu.filamu,{'video_playback_position_ms': 30467},,,akili and me - the rectangle song,13
5,1750721727,ai.elimu.filamu,,,,[test] a test video,44
5,1750721735,ai.elimu.filamu,{'video_playback_position_ms': 13509},,,[test] a test video,44
5,1750721771,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750721824,ai.elimu.filamu,{'video_playback_position_ms': 7574},,,akili and me - letter c,3
5,1750721909,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750721942,ai.elimu.filamu,{'video_playback_position_ms': 31639},,,akili and me - letter c,3
5,1750722007,ai.elimu.filamu,,,,[test] a test video,44
5,1750722027,ai.elimu.filamu,{'video_playback_position_ms': 8649},,,[test] a test video,44
5,1750722066,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750722084,ai.elimu.filamu,{'video_playback_position_ms': 9449},,,akili and me - the rectangle song,13
5,1750722118,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750722168,ai.elimu.filamu,{'video_playback_position_ms': 29229},,,akili and me - the rectangle song,13
5,1750722208,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750722260,ai.elimu.filamu,{'video_playback_position_ms': 9818},,,akili and me - letter a,1
5,1750722279,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750722315,ai.elimu.filamu,{'video_playback_position_ms': 37044},,,akili and me - the rectangle song,13
5,1750722331,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750722381,ai.elimu.filamu,{'video_playback_position_ms': 57374},,,akili and me - letter c,3
5,1750894266,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750894273,ai.elimu.filamu,{'video_playback_position_ms': 6171},,,akili and me - letter b,2
5,1750894342,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750894354,ai.elimu.filamu,{'video_playback_position_ms': 20583},,,akili and me - letter d,4
5,1750894370,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750894409,ai.elimu.filamu,{'video_playback_position_ms': 10877},,,akili and me - letter c,3
5,1750894449,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750894457,ai.elimu.filamu,{'video_playback_position_ms': 58647},,,akili and me - letter b,2
5,1751066967,ai.elimu.filamu,,,,[test] a test video,44
5,1751066988,ai.elimu.filamu,{'video_playback_position_ms': 56650},,,[test] a test video,44
5,1751067050,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751067064,ai.elimu.filamu,{'video_playback_position_ms': 27306},,,akili and me - the rectangle song,13
5,1751067167,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751067223,ai.elimu.filamu,{'video_playback_position_ms': 15049},,,akili and me - letter c,3
5,1751067269,ai.elimu.filamu,,,,akili and me - letter a,1
5,1751067315,ai.elimu.filamu,{'video_playback_position_ms': 20699},,,akili and me - letter a,1
5,1751067349,ai.elimu.filamu,,,,akili and me - letter a,1
5,1751067396,ai.elimu.filamu,{'video_playback_position_ms': 6434},,,akili and me - letter a,1
5,1751067471,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751067494,ai.elimu.filamu,{'video_playback_position_ms': 8530},,,akili and me - letter c,3
5,1751067562,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751067598,ai.elimu.filamu,{'video_playback_position_ms': 29501},,,akili and me - the rectangle song,13
5,1751067672,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751067677,ai.elimu.filamu,{'video_playback_position_ms': 11702},,,akili and me - letter c,3
5,1751067713,ai.elimu.filamu,,,,akili and me - letter i,33
5,1751067741,ai.elimu.filamu,{'video_playback_position_ms': 19271},,,akili and me - letter i,33
5,1751067859,ai.elimu.filamu,,,,akili and me - letter a,1
5,1751067894,ai.elimu.filamu,{'video_playback_position_ms': 59047},,,akili and me - letter a,1
5,1751067963,ai.elimu.filamu,,,,[test] a test video,44
5,1751067977,ai.elimu.filamu,{'video_playback_position_ms': 42755},,,[test] a test video,44
5,1751068069,ai.elimu.filamu,,,,akili and me - letter b,2
5,1751068120,ai.elimu.filamu,{'video_playback_position_ms': 34290},,,akili and me - letter b,2
5,1751068207,ai.elimu.filamu,,,,[test] a test video,44
5,1751068250,ai.elimu.filamu,{'video_playback_position_ms': 16079},,,[test] a test video,44
5,1751068363,ai.elimu.filamu,,,,akili and me - letter a,1
5,1751068417,ai.elimu.filamu,{'video_playback_position_ms': 49958},,,akili and me - letter a,1
5,1751068450,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751068478,ai.elimu.filamu,{'video_playback_position_ms': 47498},,,akili and me - the rectangle song,13
5,1751068559,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751068616,ai.elimu.filamu,{'video_playback_position_ms': 22167},,,akili and me - the rectangle song,13
5,1751068735,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751068763,ai.elimu.filamu,{'video_playback_position_ms': 33944},,,akili and me - letter c,3
5,1751068800,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751068857,ai.elimu.filamu,{'video_playback_position_ms': 14183},,,akili and me - letter c,3
5,1751068959,ai.elimu.filamu,,,,[test] a test video,44
5,1751068994,ai.elimu.filamu,{'video_playback_position_ms': 43092},,,[test] a test video,44
5,1751154279,ai.elimu.filamu,,,,akili and me - letter d,4
5,1751154339,ai.elimu.filamu,{'video_playback_position_ms': 23968},,,akili and me - letter d,4
5,1751154422,ai.elimu.filamu,,,,akili and me - letter i,33
5,1751154459,ai.elimu.filamu,{'video_playback_position_ms': 14672},,,akili and me - letter i,33
5,1751154492,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751154509,ai.elimu.filamu,{'video_playback_position_ms': 26833},,,akili and me - letter c,3
5,1751154594,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751154633,ai.elimu.filamu,{'video_playback_position_ms': 57168},,,akili and me - the rectangle song,13
5,1751154679,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751154715,ai.elimu.filamu,{'video_playback_position_ms': 18330},,,akili and me - the rectangle song,13
5,1751154734,ai.elimu.filamu,,,,[test] a test video,44
5,1751154761,ai.elimu.filamu,{'video_playback_position_ms': 32906},,,[test] a test video,44
5,1751154867,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751154886,ai.elimu.filamu,{'video_playback_position_ms': 53714},,,akili and me - the rectangle song,13
5,1751154946,ai.elimu.filamu,,,,[test] a test video,44
5,1751154963,ai.elimu.filamu,{'video_playback_position_ms': 2928},,,[test] a test video,44
5,1751154995,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751155031,ai.elimu.filamu,{'video_playback_position_ms': 30427},,,akili and me - the rectangle song,13
5,1751155100,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751155113,ai.elimu.filamu,{'video_playback_position_ms': 2931},,,akili and me - letter c,3
5,1751239637,ai.elimu.filamu,,,,akili and me - letter i,33
5,1751239649,ai.elimu.filamu,{'video_playback_position_ms': 52741},,,akili and me - letter i,33
5,1751239755,ai.elimu.filamu,,,,[test] a test video,44
5,1751239768,ai.elimu.filamu,{'video_playback_position_ms': 35205},,,[test] a test video,44
5,1751239856,ai.elimu.filamu,,,,[test] a test video,44
5,1751239892,ai.elimu.filamu,{'video_playback_position_ms': 36933},,,[test] a test video,44
5,1751239960,ai.elimu.filamu,,,,[test] a test video,44
5,1751240007,ai.elimu.filamu,{'video_playback_position_ms': 33449},,,[test] a test video,44
5,1751240040,ai.elimu.filamu,,,,akili and me - letter d,4
5,1751240079,ai.elimu.filamu,{'video_playback_position_ms': 16791},,,akili and me - letter d,4
5,1751240186,ai.elimu.filamu,,,,[test] a test video,44
5,1751240213,ai.elimu.filamu,{'video_playback_position_ms': 43112},,,[test] a test video,44
5,1751240320,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751240330,ai.elimu.filamu,{'video_playback_position_ms': 12666},,,akili and me - letter c,3
5,1751240386,ai.elimu.filamu,,,,akili and me - letter a,1
5,1751240389,ai.elimu.filamu,{'video_playback_position_ms': 31103},,,akili and me - letter a,1
5,1751240454,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751240504,ai.elimu.filamu,{'video_playback_position_ms': 1529},,,akili and me - letter c,3
5,1751240578,ai.elimu.filamu,,,,[test] a test video,44
5,1751240598,ai.elimu.filamu,{'video_playback_position_ms': 22327},,,[test] a test video,44
5,1751240693,ai.elimu.filamu,,,,akili and me - letter b,2
5,1751240712,ai.elimu.filamu,{'video_playback_position_ms': 8727},,,akili and me - letter b,2
5,1751240770,ai.elimu.filamu,,,,akili and me - letter a,1
5,1751240786,ai.elimu.filamu,{'video_playback_position_ms': 15888},,,akili and me - letter a,1
5,1751240874,ai.elimu.filamu,,,,[test] a test video,44
5,1751240928,ai.elimu.filamu,{'video_playback_position_ms': 35459},,,[test] a test video,44
5,1751241014,ai.elimu.filamu,,,,[test] a test video,44
5,1751241020,ai.elimu.filamu,{'video_playback_position_ms': 21164},,,[test] a test video,44
5,1751241057,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751241088,ai.elimu.filamu,{'video_playback_position_ms': 46536},,,akili and me - the rectangle song,13
5,1751241201,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751241219,ai.elimu.filamu,{'video_playback_position_ms': 26269},,,akili and me - the rectangle song,13
5,1751241305,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1751241318,ai.elimu.filamu,{'video_playback_position_ms': 41816},,,akili and me - the rectangle song,13
5,1751326118,ai.elimu.filamu,,,,akili and me - letter c,3
5,1751326171,ai.elimu.filamu,{'video_playback_position_ms': 25926},,,akili and me - letter c,3
5,1751326202,ai.elimu.filamu,,,,[test] a test video,44
5,1751326231,ai.elimu.filamu,{'video_playback_position_ms': 11159},,,[test] a test video,44
5,1751326275,ai.elimu.filamu,,,,[test] a test video,44
5,1751326281,ai.elimu.filamu,{'video_playback_position_ms': 40047},,,[test] a test video,44
